course_code,course_name,credits,grade,semester
LAW200,Legal Environment of Business,3,T,Summer2019
MKT202,Introduction to Marketing,3,A,Summer2019
ACT201,Intro to Financial Accounting,3,T,Summer2019
ECO101,Intro to Microeconomics,3,A,Summer2019
ECO104,Intro to Macroeconomics,3,C,Fall2019
MIS107,Introduction to Computers,3,B,Fall2019
BUS251,Business Communication,3,T,Fall2019
MIS207,Management Information Systems,3,T,Spring2020
INB372,International Business,3,C+,Spring2020
MGT368,Entrepreneurship,3,A-,Spring2020
PHI401,Ethics / Philosophy,3,A-,Summer2020
BEN205,Bengali Literature,3,A,Summer2020
PAD201,Public Administration,3,A,Fall2020
MGT212,Principles of Management,3,B,Fall2020
ACT202,Intro to Managerial Accounting,3,B,Fall2020
GEO205,Geography,3,T,Spring2021
SOC101,Intro to Sociology,3,B,Spring2021
CHE101,Chemistry I,3,T,Summer2021
BIO103,Biology I,3,B+,Summer2021
BIO103L,Biology I Lab,1,T,Summer2021
ENV107,Environmental Science,3,A,Summer2021
ENV107L,Environmental Science Lab,1,B+,Summer2021
PHY107,Physics I,3,T,Summer2021
PHY107L,Physics I Lab,1,C+,Summer2021
HIS103,History of South Asia,3,B,Fall2021
HIS101,Bangladesh History,3,B+,Fall2021
INB490,Cross-Cultural Management,3,A,Fall2021
HIS205,Modern History,3,B,Fall2021
INB400,International Trade and Finance,3,A-,Spring2022
INB480,Global Business Strategy,3,T,Spring2022
INB350,International Business Negotiation,3,T,Spring2022
INB450,Global Entrepreneurship,3,T,Summer2022
INB355,Country Risk Analysis,3,A-,Summer2022
INB415,Emerging Markets,3,A-,Summer2022
