course_code,course_name,credits,grade,semester
ACT201,Intro to Financial Accounting,3,A-,Summer2019
ENG103,Intermediate Composition,3,B+,Summer2019
ECO101,Intro to Microeconomics,3,C-,Summer2019
BUS251,Business Communication,3,B-,Summer2019
MKT202,Introduction to Marketing,3,C,Fall2019
MIS207,Management Information Systems,3,B,Fall2019
INB372,International Business,3,B,Fall2019
MIS107,Introduction to Computers,3,C-,Fall2019
MGT212,Principles of Management,3,B,Fall2019
ACT202,Intro to Managerial Accounting,3,B,Fall2019
ECO104,Intro to Macroeconomics,3,B,Spring2020
ENG105,Advanced Composition,3,C+,Spring2020
BEN205,Bengali Literature,3,B,Spring2020
PHI401,Ethics / Philosophy,3,A-,Spring2020
MGT368,Entrepreneurship,3,B+,Spring2020
GEO205,Geography,3,B-,Summer2020
POL104,Political Science,3,B-,Summer2020
LAW200,Legal Environment of Business,3,C+,Summer2020
PAD201,Public Administration,3,A,Summer2020
POL101,Intro to Political Science,3,A-,Summer2020
