course_code,course_name,credits,grade,semester
ENG103,Intermediate Composition,3,A-,Fall2019
MIS107,Introduction to Computers,3,A,Fall2019
BUS251,Business Communication,3,B,Fall2019
LAW200,Legal Environment of Business,3,A,Fall2019
MKT202,Introduction to Marketing,3,A-,Fall2019
ACT201,Intro to Financial Accounting,3,A-,Fall2019
ACT202,Intro to Managerial Accounting,3,A,Spring2020
PHI401,Ethics / Philosophy,3,B+,Spring2020
MGT368,Entrepreneurship,3,A-,Spring2020
MIS207,Management Information Systems,3,B-,Spring2020
ECO101,Intro to Microeconomics,3,A-,Spring2020
MGT212,Principles of Management,3,B-,Spring2020
ENG115,English Literature,3,B+,Summer2020
ENG105,Advanced Composition,3,A-,Summer2020
CHN101,Chinese Language,3,A,Summer2020
ECO104,Intro to Macroeconomics,3,A,Summer2020
BEN205,Bengali Literature,3,B+,Summer2020
ANT101,Anthropology,3,B-,Fall2020
PAD201,Public Administration,3,A,Fall2020
INB372,International Business,3,A,Fall2020
SOC101,Intro to Sociology,3,A,Fall2020
BIO103,Biology I,3,B+,Fall2020
BIO103L,Biology I Lab,1,A-,Fall2020
POL104,Political Science,3,B+,Fall2020
HIS102,World Civilization,3,B,Spring2021
ECO204,Intermediate Macroeconomics,3,A,Spring2021
ECO348,Mathematical Economics,3,A-,Spring2021
HIS101,Bangladesh History,3,A-,Spring2021
ECO201,Intermediate Microeconomics,3,A,Spring2021
