course_code,course_name,credits,grade,semester
CSE215L,Programming Language II Lab,1,C+,Summer2020
EEE141L,Electrical Circuits I Lab,1,C+,Summer2020
CHE101,Chemistry I,3,B-,Summer2020
CHE101L,Chemistry I Lab,1,A-,Summer2020
CEE110,Engineering Drawing,1,B,Summer2020
CSE231L,Digital Logic Design Lab,1,C+,Fall2020
CSE299,Junior Design Project,1,B+,Fall2020
CSE226,Fundamentals of Vibe Coding,3,A-,Fall2020
PHY107L,Physics I Lab,1,B+,Spring2021
CSE145,Introduction to Artificial Intelligence,3,B+,Spring2021
MAT116,Pre-Calculus,3,B+,Spring2021
FIN435,Investment Theory,3,B,Summer2021
MKT202,Introduction to Marketing,3,D,Summer2021
FIN480,Behavioural Finance,3,B-,Summer2021
BUS251,Business Communication,3,F,Fall2021
FIN455,Financial Modelling Using Excel,3,A,Fall2021
LAW200,Legal Environment of Business,3,A,Fall2021
FIN410,Financial Statement Analysis,3,B,Fall2021
PHI401,Ethics / Philosophy,3,C+,Fall2021
MGT368,Entrepreneurship,3,C+,Spring2022
ECO101,Intro to Microeconomics,3,B+,Spring2022
MGT212,Principles of Management,3,D,Spring2022
MIS207,Management Information Systems,3,B-,Summer2022
BUS251,Business Communication,3,C,Summer2022
FIN464,Derivatives,3,C-,Summer2022
ACT201,Intro to Financial Accounting,3,B,Summer2022
INB372,International Business,3,B-,Fall2022
FIN444,International Financial Management,3,C-,Fall2022
FIN433,Financial Markets and Institutions,3,D+,Fall2022
FIN470,Insurance and Risk Management,3,B,Fall2022
ACT202,Intro to Managerial Accounting,3,F,Fall2022
