course_code,course_name,credits,grade,semester
ECO101,Intro to Microeconomics,3,T,Summer2019
MKT202,Introduction to Marketing,3,B+,Summer2019
MIS107,Introduction to Computers,3,C,Summer2019
ACT201,Intro to Financial Accounting,3,C+,Fall2019
ECO104,Intro to Macroeconomics,3,T,Fall2019
LAW200,Legal Environment of Business,3,A-,Fall2019
BUS251,Business Communication,3,T,Fall2019
ACT202,Intro to Managerial Accounting,3,T,Spring2020
INB372,International Business,3,B+,Spring2020
MGT212,Principles of Management,3,C+,Summer2020
MIS207,Management Information Systems,3,T,Summer2020
ENG115,English Literature,3,B,Fall2020
MGT368,Entrepreneurship,3,C+,Fall2020
SOC101,Intro to Sociology,3,A,Spring2021
PHI401,Ethics / Philosophy,3,A,Spring2021
POL101,Intro to Political Science,3,T,Spring2021
PAD201,Public Administration,3,B,Spring2021
BIO103,Biology I,3,T,Summer2021
BIO103L,Biology I Lab,1,T,Summer2021
PSY101,Intro to Psychology,3,A,Summer2021
PSY101L,Psychology Lab,1,T,Summer2021
CHE101,Chemistry I,3,A-,Summer2021
ENV107,Environmental Science,3,A-,Summer2021
