course_code,course_name,credits,grade,semester
ACT201,Intro to Financial Accounting,3,D+,Summer2022
ECO101,Intro to Microeconomics,3,D,Summer2022
BUS251,Business Communication,3,D+,Summer2022
MIS107,Introduction to Computers,3,D,Summer2022
ENG103,Intermediate Composition,3,D,Summer2022
ACT202,Intro to Managerial Accounting,3,D,Fall2022
MGT212,Principles of Management,3,D+,Fall2022
MKT202,Introduction to Marketing,3,D,Fall2022
INB372,International Business,3,D,Fall2022
MIS207,Management Information Systems,3,F,Fall2022
ECO104,Intro to Macroeconomics,3,D,Spring2023
MGT368,Entrepreneurship,3,C-,Spring2023
MIS207,Management Information Systems,3,F,Spring2023
LAW200,Legal Environment of Business,3,D,Spring2023
BEN205,Bengali Literature,3,F,Summer2023
ENG105,Advanced Composition,3,C-,Summer2023
MIS207,Management Information Systems,3,F,Summer2023
PHI401,Ethics / Philosophy,3,F,Summer2023
CHN101,Chinese Language,3,D,Fall2023
BEN205,Bengali Literature,3,F,Fall2023
POL101,Intro to Political Science,3,D+,Fall2023
PHI401,Ethics / Philosophy,3,I,Fall2023
SOC101,Intro to Sociology,3,C-,Spring2024
ANT101,Anthropology,3,C-,Spring2024
PHI401,Ethics / Philosophy,3,F,Spring2024
PHY107,Physics I,3,D,Summer2024
PHY107L,Physics I Lab,1,F,Summer2024
BIO103,Biology I,3,F,Summer2024
MIS207,Management Information Systems,3,D,Summer2024
ENV107,Environmental Science,3,D,Summer2024
ENV107L,Environmental Science Lab,1,D,Summer2024
PBH101,Public Health,3,F,Summer2024
