course_code,course_name,credits,grade,semester
LAW200,Legal Environment of Business,3,C+,Fall2019
MIS107,Introduction to Computers,3,B+,Fall2019
MKT202,Introduction to Marketing,3,B,Fall2019
ACT201,Intro to Financial Accounting,3,B,Fall2019
ACT202,Intro to Managerial Accounting,3,B,Spring2020
MGT212,Principles of Management,3,D,Spring2020
MIS207,Management Information Systems,3,C-,Spring2020
ECO101,Intro to Microeconomics,3,C,Spring2020
PHI401,Ethics / Philosophy,3,W,Summer2020
BEN205,Bengali Literature,3,C+,Summer2020
ECO104,Intro to Macroeconomics,3,B,Summer2020
INB372,International Business,3,F,Summer2020
PHI401,Ethics / Philosophy,3,A-,Fall2020
BUS251,Business Communication,3,B,Fall2020
INB372,International Business,3,B-,Fall2020
MGT368,Entrepreneurship,3,B,Spring2021
PAD201,Public Administration,3,D,Spring2021
POL104,Political Science,3,D+,Spring2021
GEO205,Geography,3,F,Spring2021
ENV107,Environmental Science,3,A,Summer2021
SOC101,Intro to Sociology,3,C+,Summer2021
GEO205,Geography,3,D,Summer2021
HIS103,History of South Asia,3,C,Fall2021
HIS101,Bangladesh History,3,A-,Fall2021
INB490,Cross-Cultural Management,3,C+,Fall2021
INB400,International Trade and Finance,3,B-,Fall2021
