course_code,course_name,credits,grade,semester
ECO101,Intro to Microeconomics,3,C+,Fall2020
ACT201,Intro to Financial Accounting,3,C,Spring2021
BUS251,Business Communication,3,B+,Spring2021
MKT202,Introduction to Marketing,3,C,Spring2021
ECO104,Intro to Macroeconomics,3,C+,Summer2021
ACT202,Intro to Managerial Accounting,3,B,Fall2021
MIS107,Introduction to Computers,3,C,Fall2021
MGT212,Principles of Management,3,C,Spring2022
INB372,International Business,3,A,Spring2022
LAW200,Legal Environment of Business,3,A,Summer2022
PHI401,Ethics / Philosophy,3,C+,Summer2022
MIS207,Management Information Systems,3,B+,Summer2022
BEN205,Bengali Literature,3,C+,Fall2022
