course_code,course_name,credits,grade,semester
MIS107,Introduction to Computers,3,B+,Spring2019
MKT202,Introduction to Marketing,3,B,Spring2019
ACT201,Intro to Financial Accounting,3,B,Spring2019
ENG103,Intermediate Composition,3,A,Spring2019
ECO101,Intro to Microeconomics,3,A,Summer2019
ACT202,Intro to Managerial Accounting,3,B-,Summer2019
BUS251,Business Communication,3,B+,Summer2019
MIS207,Management Information Systems,3,B,Summer2019
MGT212,Principles of Management,3,A,Fall2019
ENG105,Advanced Composition,3,B,Fall2019
INB372,International Business,3,A-,Fall2019
LAW200,Legal Environment of Business,3,A,Fall2019
MGT368,Entrepreneurship,3,A,Spring2020
POL104,Political Science,3,A,Spring2020
BEN205,Bengali Literature,3,B+,Spring2020
PHI401,Ethics / Philosophy,3,B+,Spring2020
CHN101,Chinese Language,3,B,Spring2020
ECO104,Intro to Macroeconomics,3,B-,Spring2020
ENV107,Environmental Science,3,B+,Summer2020
ENV107L,Environmental Science Lab,1,A-,Summer2020
GEO205,Geography,3,A,Summer2020
PBH101,Public Health,3,B+,Summer2020
PBH101L,Public Health Lab,1,B,Summer2020
BIO103,Biology I,3,C+,Summer2020
BIO103L,Biology I Lab,1,A-,Summer2020
INB490,Cross-Cultural Management,3,A-,Fall2020
HIS103,History of South Asia,3,B+,Fall2020
HIS102,World Civilization,3,B-,Fall2020
INB400,International Trade and Finance,3,B,Fall2020
INB450,Global Entrepreneurship,3,A-,Spring2021
INB495,Special Topics in INB,3,B,Spring2021
INB410,International Competitiveness,3,B,Spring2021
INB355,Country Risk Analysis,3,B+,Spring2021
INB350,International Business Negotiation,3,B-,Spring2021
MKT382,International Marketing,3,B,Spring2021
MKT417,Export-Import Management,3,C+,Summer2021
INB415,Emerging Markets,3,A-,Summer2021
INB480,Global Business Strategy,3,A,Summer2021
BUS498,Internship,4,A-,Summer2022
