course_code,course_name,credits,grade,semester
ENG103,Intermediate Composition,3,C,Summer2022
ECO101,Intro to Microeconomics,3,D,Summer2022
MIS107,Introduction to Computers,3,F,Fall2022
BUS251,Business Communication,3,W,Fall2022
ACT201,Intro to Financial Accounting,3,D,Fall2022
ECO104,Intro to Macroeconomics,3,F,Spring2023
BUS251,Business Communication,3,D+,Spring2023
MKT202,Introduction to Marketing,3,C,Summer2023
ACT202,Intro to Managerial Accounting,3,D+,Summer2023
LAW200,Legal Environment of Business,3,D,Fall2023
INB372,International Business,3,F,Spring2024
ECO104,Intro to Macroeconomics,3,C-,Spring2024
INB372,International Business,3,W,Summer2024
MGT212,Principles of Management,3,D,Summer2024
