course_code,course_name,credits,grade,semester
ACT201,Intro to Financial Accounting,3,F,Spring2021
MKT202,Introduction to Marketing,3,D+,Summer2021
BUS251,Business Communication,3,C,Fall2021
ECO101,Intro to Microeconomics,3,F,Fall2021
ECO101,Intro to Microeconomics,3,C,Spring2022
ACT201,Intro to Financial Accounting,3,F,Spring2022
MIS107,Introduction to Computers,3,W,Summer2022
LAW200,Legal Environment of Business,3,D+,Summer2022
ACT201,Intro to Financial Accounting,3,C,Fall2022
MIS107,Introduction to Computers,3,C-,Spring2023
INB372,International Business,3,C-,Spring2023
MIS207,Management Information Systems,3,C-,Summer2023
MGT368,Entrepreneurship,3,C-,Fall2023
MGT212,Principles of Management,3,C,Fall2023
PHI401,Ethics / Philosophy,3,D+,Spring2024
ENG115,English Literature,3,C-,Spring2024
ACT202,Intro to Managerial Accounting,3,C,Spring2024
ECO104,Intro to Macroeconomics,3,C,Summer2024
POL101,Intro to Political Science,3,C-,Summer2024
SOC101,Intro to Sociology,3,F,Fall2024
BIO103,Biology I,3,C-,Fall2024
BIO103L,Biology I Lab,1,F,Fall2024
