course_code,course_name,credits,grade,semester
MIS107,Introduction to Computers,3,A-,Spring2019
ECO101,Intro to Microeconomics,3,B,Spring2019
BUS251,Business Communication,3,C,Spring2019
LAW200,Legal Environment of Business,3,B,Spring2019
ACT201,Intro to Financial Accounting,3,C-,Summer2019
MKT202,Introduction to Marketing,3,C,Summer2019
ECO104,Intro to Macroeconomics,3,A-,Summer2019
MIS207,Management Information Systems,3,B-,Summer2019
INB372,International Business,3,F,Fall2019
PHI401,Ethics / Philosophy,3,A-,Fall2019
MGT368,Entrepreneurship,3,B-,Fall2019
ACT202,Intro to Managerial Accounting,3,A-,Spring2020
MGT212,Principles of Management,3,W,Spring2020
BEN205,Bengali Literature,3,C+,Summer2020
ENG115,English Literature,3,C+,Summer2020
PAD201,Public Administration,3,C,Fall2020
POL104,Political Science,3,A-,Fall2020
POL101,Intro to Political Science,3,D+,Fall2020
SOC101,Intro to Sociology,3,F,Spring2021
INB372,International Business,3,B,Spring2021
GEO205,Geography,3,C+,Spring2021
MGT212,Principles of Management,3,D+,Summer2021
ENV107,Environmental Science,3,C-,Summer2021
PHY107,Physics I,3,C,Summer2021
PHY107L,Physics I Lab,1,B,Summer2021
PBH101,Public Health,3,B-,Summer2021
