course_code,course_name,credits,grade,semester
ENG105,Advanced Composition,3,C,Summer2022
PHY107L,Physics I Lab,1,A-,Summer2022
CSE311L,Database Management Systems Lab,1,B,Summer2022
CEE110,Engineering Drawing,1,B-,Fall2022
CSE115,Programming Language I,3,A,Fall2022
CSE115L,Programming Language I Lab,1,C,Fall2022
BIO103L,Biology I Lab,1,B-,Fall2022
CHE101L,Chemistry I Lab,1,B-,Fall2022
EEE111L,Analog Electronics I Lab,1,B+,Spring2023
PHY108,Physics II,3,B-,Spring2023
PHY108L,Physics II Lab,1,B-,Spring2023
CSE331L,Microprocessor Interfacing Lab,1,B,Spring2023
CSE231L,Digital Logic Design Lab,1,B-,Summer2023
CSE331,Microprocessor Interfacing,3,A,Summer2023
CSE226,Fundamentals of Vibe Coding,3,C+,Summer2023
MIS207,Management Information Systems,3,B+,Fall2023
BUS251,Business Communication,3,B+,Fall2023
MKT382,International Marketing,3,B-,Fall2023
MGT212,Principles of Management,3,D+,Fall2023
INB480,Global Business Strategy,3,B,Spring2024
MKT417,Export-Import Management,3,A,Spring2024
PHI401,Ethics / Philosophy,3,D,Spring2024
INB410,International Competitiveness,3,B+,Spring2024
ECO101,Intro to Microeconomics,3,A,Spring2024
MIS107,Introduction to Computers,3,B,Summer2024
INB490,Cross-Cultural Management,3,D+,Summer2024
INB495,Special Topics in INB,3,A,Summer2024
INB415,Emerging Markets,3,A-,Summer2024
MKT202,Introduction to Marketing,3,B,Fall2024
ECO104,Intro to Macroeconomics,3,B,Fall2024
INB450,Global Entrepreneurship,3,B,Fall2024
INB350,International Business Negotiation,3,D,Fall2024
LAW200,Legal Environment of Business,3,A-,Fall2024
