course_code,course_name,credits,grade,semester
ECO101,Intro to Microeconomics,3,C-,Fall2020
MKT202,Introduction to Marketing,3,D+,Fall2020
BUS251,Business Communication,3,C,Fall2020
ACT201,Intro to Financial Accounting,3,C,Spring2021
LAW200,Legal Environment of Business,3,F,Spring2021
ACT202,Intro to Managerial Accounting,3,C,Summer2021
MIS207,Management Information Systems,3,F,Fall2021
MIS107,Introduction to Computers,3,D,Fall2021
LAW200,Legal Environment of Business,3,W,Fall2021
LAW200,Legal Environment of Business,3,D+,Spring2022
INB372,International Business,3,F,Spring2022
MGT212,Principles of Management,3,D+,Spring2022
MIS207,Management Information Systems,3,F,Summer2022
ECO104,Intro to Macroeconomics,3,C-,Fall2022
MIS207,Management Information Systems,3,W,Fall2022
PHI401,Ethics / Philosophy,3,F,Fall2022
MIS207,Management Information Systems,3,F,Spring2023
MGT368,Entrepreneurship,3,C-,Spring2023
INB372,International Business,3,D,Spring2023
MIS207,Management Information Systems,3,W,Summer2023
PHI401,Ethics / Philosophy,3,C-,Summer2023
ENG115,English Literature,3,D+,Summer2023
