course_code,course_name,credits,grade,semester
ACT201,Intro to Financial Accounting,3,W,Fall2021
ECO101,Intro to Microeconomics,3,B-,Fall2021
MIS107,Introduction to Computers,3,A,Fall2021
BUS251,Business Communication,3,W,Fall2021
ENG103,Intermediate Composition,3,B,Spring2022
BUS251,Business Communication,3,D+,Spring2022
MKT202,Introduction to Marketing,3,B,Spring2022
ACT201,Intro to Financial Accounting,3,A-,Summer2022
INB372,International Business,3,A,Summer2022
ECO104,Intro to Macroeconomics,3,B+,Summer2022
MGT212,Principles of Management,3,B-,Summer2022
MIS207,Management Information Systems,3,D,Fall2022
LAW200,Legal Environment of Business,3,A-,Fall2022
MGT368,Entrepreneurship,3,B+,Fall2022
PHI401,Ethics / Philosophy,3,C,Spring2023
ENG115,English Literature,3,F,Spring2023
ACT202,Intro to Managerial Accounting,3,C,Spring2023
CHN101,Chinese Language,3,D,Summer2023
BEN205,Bengali Literature,3,B,Summer2023
POL104,Political Science,3,D,Summer2023
ENG105,Advanced Composition,3,C-,Summer2023
PBH101,Public Health,3,A-,Fall2023
PBH101L,Public Health Lab,1,C+,Fall2023
SOC101,Intro to Sociology,3,D+,Fall2023
ANT101,Anthropology,3,D,Fall2023
BIO103,Biology I,3,C,Fall2023
