course_code,course_name,credits,grade,semester
ENG103,Intermediate Composition,3,F,Spring2019
ACT201,Intro to Financial Accounting,3,C-,Spring2019
ECO101,Intro to Microeconomics,3,C-,Summer2019
ENG103,Intermediate Composition,3,C-,Summer2019
BUS251,Business Communication,3,I,Fall2019
MKT202,Introduction to Marketing,3,F,Fall2019
MKT202,Introduction to Marketing,3,D,Spring2020
ACT202,Intro to Managerial Accounting,3,C-,Summer2020
MIS107,Introduction to Computers,3,D,Summer2020
ECO104,Intro to Macroeconomics,3,D,Summer2020
INB372,International Business,3,D+,Fall2020
MIS207,Management Information Systems,3,D,Spring2021
BUS251,Business Communication,3,D,Summer2021
MGT212,Principles of Management,3,D+,Summer2021
MGT368,Entrepreneurship,3,F,Summer2021
ENG105,Advanced Composition,3,D+,Fall2021
PHI401,Ethics / Philosophy,3,I,Fall2021
BEN205,Bengali Literature,3,D,Spring2022
PHI401,Ethics / Philosophy,3,F,Spring2022
MGT368,Entrepreneurship,3,F,Spring2022
