course_code,course_name,credits,grade,semester
BUS251,Business Communication,3,A,Spring2019
LAW200,Legal Environment of Business,3,A,Spring2019
ECO101,Intro to Microeconomics,3,A,Spring2019
MIS107,Introduction to Computers,3,B,Spring2019
MGT212,Principles of Management,3,A,Summer2019
MKT202,Introduction to Marketing,3,B,Summer2019
MIS207,Management Information Systems,3,A-,Summer2019
ECO104,Intro to Macroeconomics,3,A,Summer2019
INB372,International Business,3,A-,Fall2019
MGT368,Entrepreneurship,3,A-,Fall2019
PHI401,Ethics / Philosophy,3,B+,Fall2019
ACT201,Intro to Financial Accounting,3,B,Spring2020
ENG115,English Literature,3,A-,Spring2020
BEN205,Bengali Literature,3,C,Spring2020
GEO205,Geography,3,A-,Summer2020
ACT202,Intro to Managerial Accounting,3,A-,Summer2020
ANT101,Anthropology,3,C-,Summer2020
PAD201,Public Administration,3,A-,Summer2020
POL104,Political Science,3,B,Summer2020
PBH101,Public Health,3,A-,Fall2020
BIO103,Biology I,3,B-,Fall2020
BIO103L,Biology I Lab,1,A,Fall2020
PSY101,Intro to Psychology,3,A-,Fall2020
ENV107,Environmental Science,3,B,Fall2020
ENV107L,Environmental Science Lab,1,C+,Fall2020
