course_code,course_name,credits,grade,semester
ENG103,Intermediate Composition,3,C,Spring2019
LAW200,Legal Environment of Business,3,B-,Spring2019
MKT202,Introduction to Marketing,3,D,Spring2019
ACT201,Intro to Financial Accounting,3,C,Spring2019
ECO101,Intro to Microeconomics,3,D+,Spring2019
INB372,International Business,3,C,Summer2019
BUS251,Business Communication,3,B,Summer2019
ACT202,Intro to Managerial Accounting,3,C,Summer2019
MIS207,Management Information Systems,3,A-,Summer2019
MIS107,Introduction to Computers,3,A,Fall2019
ECO104,Intro to Macroeconomics,3,C-,Fall2019
PHI401,Ethics / Philosophy,3,F,Fall2019
MGT212,Principles of Management,3,F,Fall2019
MGT368,Entrepreneurship,3,B-,Fall2019
PHI401,Ethics / Philosophy,3,B+,Spring2020
ENG105,Advanced Composition,3,A-,Spring2020
ENG115,English Literature,3,D,Spring2020
PAD201,Public Administration,3,B,Summer2020
MGT212,Principles of Management,3,C,Summer2020
POL104,Political Science,3,A,Summer2020
SOC101,Intro to Sociology,3,B+,Summer2020
BIO103,Biology I,3,B+,Fall2020
PHY107,Physics I,3,C,Fall2020
PHY107L,Physics I Lab,1,C-,Fall2020
ENV107,Environmental Science,3,B-,Fall2020
ENV107L,Environmental Science Lab,1,B,Fall2020
FIN440,Corporate Finance,3,A,Spring2021
HIS103,History of South Asia,3,C,Spring2021
FIN435,Investment Theory,3,A,Spring2021
FIN433,Financial Markets and Institutions,3,F,Spring2021
HIS101,Bangladesh History,3,B+,Spring2021
