course_code,course_name,credits,grade,semester
MIS107,Introduction to Computers,3,C,Spring2020
MKT202,Introduction to Marketing,3,C+,Spring2020
ACT201,Intro to Financial Accounting,3,C+,Spring2020
BUS251,Business Communication,3,B,Summer2020
LAW200,Legal Environment of Business,3,B+,Summer2020
ECO101,Intro to Microeconomics,3,C+,Summer2020
MIS207,Management Information Systems,3,B-,Fall2020
INB372,International Business,3,B+,Fall2020
ECO104,Intro to Macroeconomics,3,W,Fall2020
ENG103,Intermediate Composition,3,A-,Fall2020
MGT368,Entrepreneurship,3,B+,Fall2020
PHI401,Ethics / Philosophy,3,D+,Spring2021
MGT212,Principles of Management,3,W,Spring2021
ACT202,Intro to Managerial Accounting,3,B+,Spring2021
ENG105,Advanced Composition,3,D+,Summer2021
BEN205,Bengali Literature,3,A-,Summer2021
ECO104,Intro to Macroeconomics,3,B,Summer2021
PAD201,Public Administration,3,D,Fall2021
POL104,Political Science,3,B+,Fall2021
SOC101,Intro to Sociology,3,A,Fall2021
ANT101,Anthropology,3,C-,Fall2021
POL101,Intro to Political Science,3,D,Fall2021
PSY101,Intro to Psychology,3,C-,Spring2022
PSY101L,Psychology Lab,1,B-,Spring2022
PHY107,Physics I,3,B,Spring2022
ENV107,Environmental Science,3,A,Spring2022
ENV107L,Environmental Science Lab,1,D,Spring2022
CHE101,Chemistry I,3,B,Spring2022
CHE101L,Chemistry I Lab,1,C,Spring2022
PBH101,Public Health,3,B,Spring2022
PBH101L,Public Health Lab,1,C+,Spring2022
HIS101,Bangladesh History,3,W,Summer2022
HIS205,Modern History,3,W,Summer2022
HIS102,World Civilization,3,D+,Summer2022
HIS101,Bangladesh History,3,A-,Fall2022
HIS205,Modern History,3,D+,Fall2022
MIS320,IT for Managers,3,D,Fall2022
HIS103,History of South Asia,3,C,Fall2022
MGT212,Principles of Management,3,A,Fall2022
