course_code,course_name,credits,grade,semester
ENG105,Advanced Composition,3,A-,Fall2020
BIO103,Biology I,3,A-,Fall2020
BIO103L,Biology I Lab,1,A-,Fall2020
CSE231L,Digital Logic Design Lab,1,B+,Fall2020
CSE101,Introduction to Python Programming,3,A,Fall2020
CEE110,Engineering Drawing,1,C-,Spring2021
CSE331,Microprocessor Interfacing,3,B-,Spring2021
CSE331L,Microprocessor Interfacing Lab,1,C+,Spring2021
PHI104,Introduction to Ethics,3,A,Spring2021
EEE111L,Analog Electronics I Lab,1,C,Summer2021
MAT125,Linear Algebra,3,A-,Summer2021
CHE101L,Chemistry I Lab,1,A,Summer2021
HIS101,Bangladesh History,3,B-,Summer2021
CSE115L,Programming Language I Lab,1,A-,Summer2021
CSE425,Concepts of Programming Languages,3,A,Fall2021
EEE141L,Electrical Circuits I Lab,1,A-,Fall2021
HIS102,World Civilization,3,B-,Fall2021
CSE225L,Data Structures & Algorithms Lab,1,C,Fall2021
MGT368,Entrepreneurship,3,C+,Spring2022
SCM450,Supply Chain Analytics,3,C-,Spring2022
MGT470,Quality Management,3,D+,Spring2022
SCM320,Procurement and Inventory,3,A,Spring2022
SCM310,Supply Chain Management,3,D,Spring2022
ECO101,Intro to Microeconomics,3,C+,Summer2022
MKT202,Introduction to Marketing,3,B-,Summer2022
MGT390,Warehouse Management,3,B+,Summer2022
INB372,International Business,3,D+,Summer2022
ACT201,Intro to Financial Accounting,3,W,Summer2022
ECO104,Intro to Macroeconomics,3,A,Fall2022
BUS251,Business Communication,3,A-,Fall2022
MGT360,Global Supply Chain,3,C-,Fall2022
MGT490,Project Management,3,B-,Spring2023
PHI401,Ethics / Philosophy,3,C-,Spring2023
ACT201,Intro to Financial Accounting,3,C+,Spring2023
