course_code,course_name,credits,grade,semester
CHE101L,Chemistry I Lab,1,B+,Fall2020
EEE141,Electrical Circuits I,3,B-,Fall2020
EEE141L,Electrical Circuits I Lab,1,B,Fall2020
CSE327,Software Engineering,3,A,Fall2020
CSE225L,Data Structures & Algorithms Lab,1,A-,Fall2020
CSE425,Concepts of Programming Languages,3,A,Fall2020
CSE331L,Microprocessor Interfacing Lab,1,B-,Spring2021
ENG103,Intermediate Composition,3,B,Spring2021
CSE299,Junior Design Project,1,B,Spring2021
ENG111,Public Speaking,3,B,Spring2021
BIO103,Biology I,3,B-,Spring2021
BIO103L,Biology I Lab,1,B,Spring2021
CSE115L,Programming Language I Lab,1,B,Summer2021
PHY108L,Physics II Lab,1,B,Summer2021
CSE145,Introduction to Artificial Intelligence,3,B+,Summer2021
CSE311L,Database Management Systems Lab,1,B+,Summer2021
CSE215L,Programming Language II Lab,1,B,Summer2021
INB372,International Business,3,C,Fall2021
ACT201,Intro to Financial Accounting,3,A,Fall2021
MKT202,Introduction to Marketing,3,D,Fall2021
MGT368,Entrepreneurship,3,C,Fall2021
HRM370,Managerial Skill Development,3,C+,Spring2022
MGT490,Project Management,3,B-,Spring2022
HRM470,Negotiations,3,A-,Spring2022
ENG105,Advanced Composition,3,D+,Summer2022
MGT350,Managing Quality,3,C,Summer2022
ECO101,Intro to Microeconomics,3,B+,Summer2022
MGT330,Designing Effective Organizations,3,C+,Summer2022
HRM450,Industrial Relations,3,B+,Fall2022
MGT410,Entrepreneurship II,3,B,Fall2022
MIS320,IT for Managers,3,B-,Fall2022
MIS207,Management Information Systems,3,B,Fall2022
MGT212,Principles of Management,3,A,Fall2022
MIS107,Introduction to Computers,3,D,Spring2023
ACT202,Intro to Managerial Accounting,3,D+,Spring2023
LAW200,Legal Environment of Business,3,C+,Spring2023
BUS251,Business Communication,3,A,Summer2023
ECO104,Intro to Macroeconomics,3,A-,Summer2023
MGT321,Organizational Behavior,3,A,Summer2023
PHI401,Ethics / Philosophy,3,B,Fall2023
