course_code,course_name,credits,grade,semester
MKT202,Introduction to Marketing,3,C,Summer2019
MIS107,Introduction to Computers,3,D,Summer2019
LAW200,Legal Environment of Business,3,D+,Summer2019
BUS251,Business Communication,3,C-,Summer2019
MIS207,Management Information Systems,3,D+,Fall2019
PHI401,Ethics / Philosophy,3,C-,Fall2019
ECO101,Intro to Microeconomics,3,W,Fall2019
MGT368,Entrepreneurship,3,F,Fall2019
INB372,International Business,3,F,Fall2019
ECO101,Intro to Microeconomics,3,C,Spring2020
MGT212,Principles of Management,3,D+,Spring2020
MGT368,Entrepreneurship,3,D+,Spring2020
ACT201,Intro to Financial Accounting,3,D+,Summer2020
ECO104,Intro to Macroeconomics,3,C,Summer2020
BEN205,Bengali Literature,3,W,Summer2020
INB372,International Business,3,F,Fall2020
ENG115,English Literature,3,W,Fall2020
CHN101,Chinese Language,3,D,Fall2020
PAD201,Public Administration,3,F,Spring2021
ACT202,Intro to Managerial Accounting,3,F,Spring2021
POL104,Political Science,3,C-,Spring2021
POL101,Intro to Political Science,3,C,Spring2021
GEO205,Geography,3,W,Spring2021
INB372,International Business,3,D,Summer2021
ANT101,Anthropology,3,W,Summer2021
SOC101,Intro to Sociology,3,F,Summer2021
SOC101,Intro to Sociology,3,C,Fall2021
GEO205,Geography,3,F,Fall2021
ACT202,Intro to Managerial Accounting,3,C,Fall2021
ENV107,Environmental Science,3,F,Fall2021
PSY101,Intro to Psychology,3,D+,Spring2022
PSY101L,Psychology Lab,1,F,Spring2022
BIO103,Biology I,3,D,Spring2022
BIO103L,Biology I Lab,1,D,Spring2022
PHY107,Physics I,3,F,Spring2022
HIS101,Bangladesh History,3,D,Summer2022
HIS102,World Civilization,3,D,Summer2022
ECO201,Intermediate Microeconomics,3,F,Summer2022
ECO204,Intermediate Macroeconomics,3,D+,Summer2022
ECO348,Mathematical Economics,3,C,Summer2022
ECO244,Economic Development,3,D+,Fall2022
ECO328,Econometrics,3,C,Fall2022
ECO301,Monetary Economics,3,C-,Fall2022
