course_code,course_name,credits,grade,semester
MKT202,Introduction to Marketing,3,B-,Summer2021
ACT201,Intro to Financial Accounting,3,B,Summer2021
ENG103,Intermediate Composition,3,B-,Summer2021
ECO101,Intro to Microeconomics,3,B+,Fall2021
ACT202,Intro to Managerial Accounting,3,C-,Fall2021
BUS251,Business Communication,3,C+,Fall2021
INB372,International Business,3,C-,Spring2022
MIS107,Introduction to Computers,3,B,Spring2022
MIS207,Management Information Systems,3,B,Spring2022
PHI401,Ethics / Philosophy,3,B,Summer2022
ENG105,Advanced Composition,3,C,Summer2022
ECO104,Intro to Macroeconomics,3,C,Summer2022
MGT212,Principles of Management,3,A,Summer2022
LAW200,Legal Environment of Business,3,A-,Summer2022
ENG115,English Literature,3,C+,Fall2022
CHN101,Chinese Language,3,B+,Fall2022
MGT368,Entrepreneurship,3,B-,Fall2022
POL101,Intro to Political Science,3,C+,Spring2023
POL104,Political Science,3,B+,Spring2023
GEO205,Geography,3,C+,Spring2023
ANT101,Anthropology,3,B,Spring2023
BIO103,Biology I,3,B,Summer2023
PBH101,Public Health,3,A,Summer2023
PSY101,Intro to Psychology,3,B+,Summer2023
HIS103,History of South Asia,3,C,Fall2023
HIS101,Bangladesh History,3,A-,Fall2023
HIS102,World Civilization,3,B-,Fall2023
MKT412,Services Marketing,3,C+,Spring2024
MKT460,Strategic Marketing,3,B,Spring2024
MKT470,Marketing Research,3,B-,Spring2024
MKT382,International Marketing,3,B+,Summer2024
MKT344,Consumer Behaviour,3,B,Summer2024
MKT337,Promotional Management,3,B,Summer2024
MKT465,Brand Management,3,A-,Summer2024
BUS498,Internship,4,C+,Summer2024
