course_code,course_name,credits,grade,semester
LAW200,Legal Environment of Business,3,B,Spring2020
MIS107,Introduction to Computers,3,B,Spring2020
ECO101,Intro to Microeconomics,3,T,Spring2020
ACT201,Intro to Financial Accounting,3,T,Spring2020
ECO104,Intro to Macroeconomics,3,T,Summer2020
MIS207,Management Information Systems,3,B+,Summer2020
ACT202,Intro to Managerial Accounting,3,T,Summer2020
INB372,International Business,3,C+,Summer2020
MKT202,Introduction to Marketing,3,T,Fall2020
PHI401,Ethics / Philosophy,3,A,Fall2020
MGT368,Entrepreneurship,3,T,Fall2020
BUS251,Business Communication,3,T,Fall2020
BEN205,Bengali Literature,3,T,Spring2021
CHN101,Chinese Language,3,C+,Spring2021
POL101,Intro to Political Science,3,C,Spring2021
BIO103,Biology I,3,B,Summer2021
BIO103L,Biology I Lab,1,B+,Summer2021
ENV107,Environmental Science,3,C,Summer2021
MGT212,Principles of Management,3,T,Summer2021
SOC101,Intro to Sociology,3,A-,Summer2021
ECO348,Mathematical Economics,3,A-,Fall2021
HIS101,Bangladesh History,3,C,Fall2021
ECO201,Intermediate Microeconomics,3,T,Fall2021
HIS205,Modern History,3,A,Fall2021
HIS102,World Civilization,3,B,Fall2021
