course_code,course_name,credits,grade,semester
ACT201,Intro to Financial Accounting,3,D+,Summer2019
MKT202,Introduction to Marketing,3,C,Summer2019
BUS251,Business Communication,3,C-,Summer2019
LAW200,Legal Environment of Business,3,C-,Fall2019
ECO101,Intro to Microeconomics,3,D,Fall2019
MIS107,Introduction to Computers,3,C+,Fall2019
INB372,International Business,3,C+,Fall2019
MGT368,Entrepreneurship,3,C-,Spring2020
ECO104,Intro to Macroeconomics,3,D,Spring2020
MGT212,Principles of Management,3,C-,Spring2020
MIS207,Management Information Systems,3,C,Spring2020
CHN101,Chinese Language,3,C-,Summer2020
ENG115,English Literature,3,D,Summer2020
BEN205,Bengali Literature,3,B-,Summer2020
ACT202,Intro to Managerial Accounting,3,D+,Fall2020
POL104,Political Science,3,D+,Fall2020
PHI401,Ethics / Philosophy,3,C-,Fall2020
POL101,Intro to Political Science,3,F,Fall2020
GEO205,Geography,3,C+,Spring2021
BIO103,Biology I,3,C+,Spring2021
BIO103L,Biology I Lab,1,D+,Spring2021
ENV107,Environmental Science,3,D,Spring2021
ENV107L,Environmental Science Lab,1,C-,Spring2021
HIS103,History of South Asia,3,D+,Summer2021
HIS101,Bangladesh History,3,C-,Summer2021
ACT460,Advanced Financial Accounting,3,D,Fall2021
ACT360,Advanced Managerial Accounting,3,C-,Fall2021
ACT380,Audit and Assurance,3,B-,Fall2021
ACT320,Intermediate Accounting II,3,D,Fall2021
ACT430,Accounting Information Systems,3,C,Spring2022
ACT370,Taxation,3,B,Spring2022
ACT410,Financial Statement Analysis,3,C,Spring2022
ACT310,Intermediate Accounting I,3,C+,Spring2022
