course_code,course_name,credits,grade,semester
ENG103,Intermediate Composition,3,C+,Summer2019
MKT202,Introduction to Marketing,3,C+,Summer2019
MIS107,Introduction to Computers,3,B+,Fall2019
ACT201,Intro to Financial Accounting,3,F,Spring2020
INB372,International Business,3,C,Spring2020
ECO101,Intro to Microeconomics,3,W,Spring2020
BUS251,Business Communication,3,A,Summer2020
LAW200,Legal Environment of Business,3,B+,Fall2020
ACT201,Intro to Financial Accounting,3,W,Fall2020
MIS207,Management Information Systems,3,W,Fall2020
ECO101,Intro to Microeconomics,3,W,Spring2021
MIS207,Management Information Systems,3,C,Summer2021
ACT201,Intro to Financial Accounting,3,C+,Fall2021
MGT212,Principles of Management,3,W,Fall2021
ACT202,Intro to Managerial Accounting,3,D,Spring2022
ECO101,Intro to Microeconomics,3,C,Spring2022
ENG105,Advanced Composition,3,W,Spring2022
MGT212,Principles of Management,3,B,Summer2022
PHI401,Ethics / Philosophy,3,A,Summer2022
ECO104,Intro to Macroeconomics,3,C,Summer2022
MGT368,Entrepreneurship,3,F,Fall2022
BEN205,Bengali Literature,3,D,Fall2022
POL104,Political Science,3,C,Spring2023
ENG105,Advanced Composition,3,W,Spring2023
MGT368,Entrepreneurship,3,F,Spring2023
ANT101,Anthropology,3,C,Summer2023
ENG105,Advanced Composition,3,W,Summer2023
SOC101,Intro to Sociology,3,B,Summer2023
BIO103,Biology I,3,W,Fall2023
