course_code,course_name,credits,grade,semester
MIS107,Introduction to Computers,3,B+,Spring2020
BUS251,Business Communication,3,B+,Spring2020
ECO101,Intro to Microeconomics,3,B+,Spring2020
INB372,International Business,3,B-,Spring2020
MKT202,Introduction to Marketing,3,C+,Spring2020
ECO104,Intro to Macroeconomics,3,B+,Summer2020
MGT368,Entrepreneurship,3,B,Summer2020
ACT201,Intro to Financial Accounting,3,B+,Summer2020
BEN205,Bengali Literature,3,A-,Summer2020
LAW200,Legal Environment of Business,3,A-,Summer2020
MGT212,Principles of Management,3,A,Summer2020
MIS207,Management Information Systems,3,B,Fall2020
POL101,Intro to Political Science,3,A,Fall2020
PAD201,Public Administration,3,A,Fall2020
POL104,Political Science,3,B-,Fall2020
ACT202,Intro to Managerial Accounting,3,A,Spring2021
BIO103,Biology I,3,A,Spring2021
ANT101,Anthropology,3,A-,Spring2021
PHI401,Ethics / Philosophy,3,B+,Spring2021
HIS102,World Civilization,3,B-,Summer2021
HIS205,Modern History,3,B-,Summer2021
HIS101,Bangladesh History,3,A,Summer2021
HIS103,History of South Asia,3,B,Summer2021
ECO201,Intermediate Microeconomics,3,B,Summer2021
ECO304,International Economics,3,A-,Fall2021
ECO348,Mathematical Economics,3,B+,Fall2021
ECO301,Monetary Economics,3,A,Fall2021
ECO317,Public Economics,3,A,Fall2021
ECO328,Econometrics,3,B+,Fall2021
ECO450,Game Theory,3,B,Spring2022
ECO244,Economic Development,3,B,Spring2022
ECO410,Development Economics,3,A-,Spring2022
ECO441,Labor Economics,3,B+,Spring2022
ECO354,Advanced Microeconomics,3,A-,Spring2022
ECO415,Public Finance,3,B,Summer2022
ECO460,International Trade,3,B+,Summer2022
ECO204,Intermediate Macroeconomics,3,B-,Summer2022
BUS498,Internship,4,A,Fall2023
