course_code,course_name,credits,grade,semester
MKT202,Introduction to Marketing,3,C,Spring2019
ACT201,Intro to Financial Accounting,3,A,Summer2019
ECO101,Intro to Microeconomics,3,C+,Summer2019
BUS251,Business Communication,3,W,Fall2019
MIS107,Introduction to Computers,3,W,Spring2020
BUS251,Business Communication,3,C+,Spring2020
ECO104,Intro to Macroeconomics,3,W,Spring2020
LAW200,Legal Environment of Business,3,W,Summer2020
MIS107,Introduction to Computers,3,C,Summer2020
INB372,International Business,3,D,Fall2020
ECO104,Intro to Macroeconomics,3,W,Fall2020
ACT202,Intro to Managerial Accounting,3,B+,Fall2020
LAW200,Legal Environment of Business,3,C,Spring2021
MIS207,Management Information Systems,3,C+,Spring2021
MGT212,Principles of Management,3,W,Spring2021
PHI401,Ethics / Philosophy,3,B,Summer2021
MGT212,Principles of Management,3,W,Summer2021
MGT368,Entrepreneurship,3,W,Fall2021
BEN205,Bengali Literature,3,C,Fall2021
ECO104,Intro to Macroeconomics,3,B,Fall2021
MGT368,Entrepreneurship,3,A,Spring2022
POL104,Political Science,3,B,Summer2022
MGT212,Principles of Management,3,C,Fall2022
ANT101,Anthropology,3,W,Spring2023
SOC101,Intro to Sociology,3,A,Spring2023
GEO205,Geography,3,A,Spring2023
PHY107,Physics I,3,B,Summer2023
PHY107L,Physics I Lab,1,W,Summer2023
BIO103,Biology I,3,B,Summer2023
BIO103L,Biology I Lab,1,C,Summer2023
ENV107,Environmental Science,3,B+,Summer2023
ENV107L,Environmental Science Lab,1,B+,Summer2023
HIS103,History of South Asia,3,W,Fall2023
HIS101,Bangladesh History,3,D,Fall2023
