course_code,course_name,credits,grade,semester
BIO103,Biology I,3,B+,Spring2019
BIO103L,Biology I Lab,1,B+,Spring2019
CSE425,Concepts of Programming Languages,3,A-,Spring2019
PHI104,Introduction to Ethics,3,C+,Spring2019
CSE101,Introduction to Python Programming,3,C,Spring2019
CSE331,Microprocessor Interfacing,3,B-,Summer2019
CSE331L,Microprocessor Interfacing Lab,1,A-,Summer2019
CSE327,Software Engineering,3,A-,Summer2019
PHY107L,Physics I Lab,1,A,Summer2019
CSE226,Fundamentals of Vibe Coding,3,A-,Summer2019
EEE141,Electrical Circuits I,3,B+,Fall2019
EEE141L,Electrical Circuits I Lab,1,A-,Fall2019
CSE311L,Database Management Systems Lab,1,B,Fall2019
CHE101,Chemistry I,3,B-,Fall2019
CHE101L,Chemistry I Lab,1,B-,Fall2019
ENG105,Advanced Composition,3,B+,Spring2020
CSE299,Junior Design Project,1,B-,Spring2020
CSE115,Programming Language I,3,B-,Spring2020
CSE115L,Programming Language I Lab,1,A,Spring2020
PHY108,Physics II,3,B+,Spring2020
PHY108L,Physics II Lab,1,B-,Spring2020
INB372,International Business,3,C+,Summer2020
MGT212,Principles of Management,3,B,Summer2020
INB415,Emerging Markets,3,C,Summer2020
INB495,Special Topics in INB,3,F,Summer2020
INB350,International Business Negotiation,3,A,Fall2020
PHI401,Ethics / Philosophy,3,B,Fall2020
ACT201,Intro to Financial Accounting,3,D,Fall2020
INB410,International Competitiveness,3,D+,Fall2020
BUS251,Business Communication,3,D,Spring2021
MKT202,Introduction to Marketing,3,W,Spring2021
ACT202,Intro to Managerial Accounting,3,A,Spring2021
INB495,Special Topics in INB,3,A-,Summer2021
MGT368,Entrepreneurship,3,A-,Summer2021
MKT382,International Marketing,3,B+,Summer2021
INB400,International Trade and Finance,3,B,Summer2021
INB450,Global Entrepreneurship,3,D+,Fall2021
INB355,Country Risk Analysis,3,A-,Fall2021
MKT417,Export-Import Management,3,B,Fall2021
INB490,Cross-Cultural Management,3,C,Fall2021
LAW200,Legal Environment of Business,3,C,Spring2022
MKT202,Introduction to Marketing,3,C+,Spring2022
ECO101,Intro to Microeconomics,3,C,Spring2022
MIS107,Introduction to Computers,3,B,Spring2022
MIS207,Management Information Systems,3,C+,Summer2022
INB480,Global Business Strategy,3,B-,Summer2022
ECO104,Intro to Macroeconomics,3,B,Summer2022
