course_code,course_name,credits,grade,semester
ACT201,Intro to Financial Accounting,3,W,Spring2020
ACT201,Intro to Financial Accounting,3,W,Summer2020
MKT202,Introduction to Marketing,3,F,Fall2020
ECO101,Intro to Microeconomics,3,D+,Spring2021
ACT201,Intro to Financial Accounting,3,D+,Summer2021
MKT202,Introduction to Marketing,3,C-,Summer2021
MIS107,Introduction to Computers,3,C,Fall2021
ECO104,Intro to Macroeconomics,3,C-,Spring2022
ACT202,Intro to Managerial Accounting,3,D+,Summer2022
INB372,International Business,3,D+,Summer2022
BUS251,Business Communication,3,W,Summer2022
BUS251,Business Communication,3,F,Fall2022
MIS207,Management Information Systems,3,C,Spring2023
MGT368,Entrepreneurship,3,C-,Summer2023
LAW200,Legal Environment of Business,3,F,Summer2023
PHI401,Ethics / Philosophy,3,W,Summer2023
BUS251,Business Communication,3,F,Fall2023
MGT212,Principles of Management,3,D+,Spring2024
PHI401,Ethics / Philosophy,3,C-,Summer2024
BUS251,Business Communication,3,F,Summer2024
