course_code,course_name,credits,grade,semester
ECO101,Intro to Microeconomics,3,B-,Spring2023
ACT201,Intro to Financial Accounting,3,C+,Spring2023
ENG103,Intermediate Composition,3,B,Spring2023
BUS251,Business Communication,3,B-,Spring2023
LAW200,Legal Environment of Business,3,A,Spring2023
MIS107,Introduction to Computers,3,B-,Summer2023
INB372,International Business,3,A-,Summer2023
MIS207,Management Information Systems,3,A-,Summer2023
MKT202,Introduction to Marketing,3,B+,Summer2023
ECO104,Intro to Macroeconomics,3,A-,Fall2023
MGT212,Principles of Management,3,A,Fall2023
MGT368,Entrepreneurship,3,B+,Fall2023
BEN205,Bengali Literature,3,A-,Fall2023
ACT202,Intro to Managerial Accounting,3,B+,Fall2023
POL104,Political Science,3,A,Spring2024
PHI401,Ethics / Philosophy,3,A,Spring2024
POL101,Intro to Political Science,3,B,Spring2024
PAD201,Public Administration,3,A,Spring2024
GEO205,Geography,3,B+,Spring2024
