course_code,course_name,credits,grade,semester
MKT202,Introduction to Marketing,3,F,Fall2020
ACT201,Intro to Financial Accounting,3,F,Fall2020
MIS107,Introduction to Computers,3,C-,Spring2021
MKT202,Introduction to Marketing,3,C-,Spring2021
ENG103,Intermediate Composition,3,D+,Spring2021
ACT201,Intro to Financial Accounting,3,F,Summer2021
BUS251,Business Communication,3,C-,Summer2021
ECO101,Intro to Microeconomics,3,C-,Fall2021
INB372,International Business,3,D,Fall2021
ACT201,Intro to Financial Accounting,3,F,Spring2022
MIS207,Management Information Systems,3,D,Spring2022
MGT368,Entrepreneurship,3,I,Summer2022
ECO104,Intro to Macroeconomics,3,F,Summer2022
ACT201,Intro to Financial Accounting,3,F,Summer2022
ECO104,Intro to Macroeconomics,3,I,Fall2022
ACT201,Intro to Financial Accounting,3,I,Fall2022
LAW200,Legal Environment of Business,3,C-,Spring2023
ECO104,Intro to Macroeconomics,3,C-,Summer2023
MGT368,Entrepreneurship,3,I,Fall2023
MGT212,Principles of Management,3,C-,Spring2024
ENG105,Advanced Composition,3,D,Spring2024
PHI401,Ethics / Philosophy,3,D,Summer2024
BEN205,Bengali Literature,3,D,Summer2024
ENG115,English Literature,3,I,Summer2024
