course_code,course_name,credits,grade,semester
LAW200,Legal Environment of Business,3,C,Spring2019
ENG103,Intermediate Composition,3,B,Spring2019
BUS251,Business Communication,3,C+,Spring2019
MKT202,Introduction to Marketing,3,C,Spring2019
ACT201,Intro to Financial Accounting,3,C-,Spring2019
ECO101,Intro to Microeconomics,3,F,Summer2019
MIS207,Management Information Systems,3,C-,Summer2019
INB372,International Business,3,C+,Summer2019
MIS107,Introduction to Computers,3,C,Summer2019
MGT212,Principles of Management,3,C,Fall2019
PHI401,Ethics / Philosophy,3,B,Fall2019
MGT368,Entrepreneurship,3,D,Fall2019
ACT202,Intro to Managerial Accounting,3,F,Fall2019
BEN205,Bengali Literature,3,C,Spring2020
ECO101,Intro to Microeconomics,3,B,Spring2020
ENG115,English Literature,3,C+,Spring2020
ECO104,Intro to Macroeconomics,3,C+,Summer2020
ACT202,Intro to Managerial Accounting,3,C-,Summer2020
ENG105,Advanced Composition,3,C-,Summer2020
POL101,Intro to Political Science,3,F,Summer2020
