course_code,course_name,credits,grade,semester
LAW200,Legal Environment of Business,3,F,Spring2019
ECO101,Intro to Microeconomics,3,F,Spring2019
MIS107,Introduction to Computers,3,D+,Spring2019
BUS251,Business Communication,3,D,Spring2019
MKT202,Introduction to Marketing,3,D+,Summer2019
LAW200,Legal Environment of Business,3,F,Summer2019
ACT201,Intro to Financial Accounting,3,I,Fall2019
ECO101,Intro to Microeconomics,3,I,Fall2019
LAW200,Legal Environment of Business,3,F,Fall2019
LAW200,Legal Environment of Business,3,D+,Spring2020
INB372,International Business,3,F,Spring2020
ECO101,Intro to Microeconomics,3,C-,Summer2020
MGT212,Principles of Management,3,C-,Summer2020
INB372,International Business,3,C-,Summer2020
ACT201,Intro to Financial Accounting,3,F,Summer2020
BEN205,Bengali Literature,3,D+,Fall2020
ECO104,Intro to Macroeconomics,3,D+,Fall2020
ACT201,Intro to Financial Accounting,3,F,Fall2020
MIS207,Management Information Systems,3,D+,Fall2020
MGT368,Entrepreneurship,3,D,Spring2021
POL104,Political Science,3,C-,Spring2021
ACT201,Intro to Financial Accounting,3,D,Spring2021
ACT202,Intro to Managerial Accounting,3,D+,Summer2021
PHI401,Ethics / Philosophy,3,F,Summer2021
ANT101,Anthropology,3,D+,Fall2021
GEO205,Geography,3,D,Fall2021
BIO103,Biology I,3,C-,Spring2022
BIO103L,Biology I Lab,1,I,Spring2022
ENV107,Environmental Science,3,D,Spring2022
ENV107L,Environmental Science Lab,1,D+,Spring2022
PBH101,Public Health,3,C-,Spring2022
PBH101L,Public Health Lab,1,D,Spring2022
HIS101,Bangladesh History,3,D+,Summer2022
PHI401,Ethics / Philosophy,3,I,Summer2022
HIS205,Modern History,3,D,Summer2022
FIN433,Financial Markets and Institutions,3,F,Summer2022
FIN435,Investment Theory,3,C-,Fall2022
FIN455,Financial Modelling Using Excel,3,F,Fall2022
PHI401,Ethics / Philosophy,3,F,Fall2022
FIN440,Corporate Finance,3,D+,Fall2022
