course_code,course_name,credits,grade,semester
MIS107,Introduction to Computers,3,F,Fall2021
ECO101,Intro to Microeconomics,3,D,Fall2021
ENG103,Intermediate Composition,3,C-,Fall2021
ECO104,Intro to Macroeconomics,3,C-,Spring2022
MIS107,Introduction to Computers,3,D+,Spring2022
ACT201,Intro to Financial Accounting,3,D,Spring2022
LAW200,Legal Environment of Business,3,W,Spring2022
ACT202,Intro to Managerial Accounting,3,C-,Summer2022
BUS251,Business Communication,3,F,Summer2022
MGT212,Principles of Management,3,C-,Fall2022
LAW200,Legal Environment of Business,3,C,Fall2022
MKT202,Introduction to Marketing,3,F,Fall2022
BUS251,Business Communication,3,C-,Fall2022
MGT368,Entrepreneurship,3,C,Spring2023
INB372,International Business,3,F,Spring2023
MIS207,Management Information Systems,3,C-,Summer2023
MKT202,Introduction to Marketing,3,D+,Summer2023
INB372,International Business,3,F,Fall2023
BEN205,Bengali Literature,3,D,Fall2023
INB372,International Business,3,C,Spring2024
PHI401,Ethics / Philosophy,3,C-,Spring2024
POL104,Political Science,3,W,Spring2024
PAD201,Public Administration,3,C,Spring2024
SOC101,Intro to Sociology,3,C,Summer2024
BIO103,Biology I,3,C-,Summer2024
BIO103L,Biology I Lab,1,C-,Summer2024
ANT101,Anthropology,3,D,Summer2024
ENG105,Advanced Composition,3,F,Summer2024
