course_code,course_name,credits,grade,semester
BUS251,Business Communication,3,C,Fall2021
ECO101,Intro to Microeconomics,3,C,Fall2021
ACT201,Intro to Financial Accounting,3,D+,Fall2021
LAW200,Legal Environment of Business,3,D,Fall2021
INB372,International Business,3,C,Spring2022
ECO104,Intro to Macroeconomics,3,C,Spring2022
ACT202,Intro to Managerial Accounting,3,D,Spring2022
MKT202,Introduction to Marketing,3,C,Summer2022
MGT368,Entrepreneurship,3,C-,Summer2022
MIS107,Introduction to Computers,3,C-,Summer2022
PHI401,Ethics / Philosophy,3,D+,Fall2022
BEN205,Bengali Literature,3,D,Fall2022
MGT212,Principles of Management,3,D+,Fall2022
MIS207,Management Information Systems,3,B-,Fall2022
SOC101,Intro to Sociology,3,C-,Spring2023
GEO205,Geography,3,F,Spring2023
ANT101,Anthropology,3,C+,Spring2023
POL101,Intro to Political Science,3,D+,Spring2023
PSY101,Intro to Psychology,3,B,Summer2023
PSY101L,Psychology Lab,1,C,Summer2023
PBH101,Public Health,3,C+,Summer2023
HIS102,World Civilization,3,D+,Fall2023
FIN440,Corporate Finance,3,D,Fall2023
HIS101,Bangladesh History,3,C-,Fall2023
FIN433,Financial Markets and Institutions,3,C,Fall2023
