course_code,course_name,credits,grade,semester
BUS251,Business Communication,3,A,Summer2022
MIS107,Introduction to Computers,3,A-,Summer2022
MKT202,Introduction to Marketing,3,A-,Summer2022
ECO101,Intro to Microeconomics,3,A-,Summer2022
INB372,International Business,3,B+,Fall2022
MIS207,Management Information Systems,3,C+,Fall2022
ACT201,Intro to Financial Accounting,3,A-,Fall2022
ECO104,Intro to Macroeconomics,3,A,Fall2022
MGT212,Principles of Management,3,A-,Fall2022
LAW200,Legal Environment of Business,3,B+,Spring2023
PHI401,Ethics / Philosophy,3,B+,Spring2023
BEN205,Bengali Literature,3,A-,Spring2023
ACT202,Intro to Managerial Accounting,3,B,Spring2023
ANT101,Anthropology,3,B,Summer2023
POL101,Intro to Political Science,3,A,Summer2023
PAD201,Public Administration,3,A,Summer2023
POL104,Political Science,3,A,Summer2023
SOC101,Intro to Sociology,3,A,Summer2023
BIO103,Biology I,3,B-,Fall2023
BIO103L,Biology I Lab,1,A-,Fall2023
ENV107,Environmental Science,3,B,Fall2023
PHY107,Physics I,3,A,Fall2023
MGT368,Entrepreneurship,3,A-,Fall2023
HIS101,Bangladesh History,3,A-,Fall2023
PBH101,Public Health,3,A,Fall2023
PBH101L,Public Health Lab,1,B,Fall2023
HIS205,Modern History,3,B,Spring2024
HIS102,World Civilization,3,B+,Spring2024
INB400,International Trade and Finance,3,B,Spring2024
INB490,Cross-Cultural Management,3,A-,Spring2024
MKT382,International Marketing,3,B,Spring2024
