course_code,course_name,credits,grade,semester
PHY108,Physics II,3,A-,Fall2020
PHY108L,Physics II Lab,1,A-,Fall2020
CSE226,Fundamentals of Vibe Coding,3,B+,Fall2020
CSE215L,Programming Language II Lab,1,B,Fall2020
PHY107L,Physics I Lab,1,B,Spring2021
CSE101,Introduction to Python Programming,3,C+,Spring2021
HIS101,Bangladesh History,3,A,Spring2021
MAT116,Pre-Calculus,3,C,Spring2021
CHE101L,Chemistry I Lab,1,B,Spring2021
EEE111,Analog Electronics I,3,A-,Summer2021
EEE111L,Analog Electronics I Lab,1,B,Summer2021
ENG111,Public Speaking,3,B,Summer2021
MAT125,Linear Algebra,3,A,Summer2021
BUS251,Business Communication,3,A-,Fall2021
SCM320,Procurement and Inventory,3,C,Fall2021
MGT490,Project Management,3,A,Fall2021
MIS107,Introduction to Computers,3,C-,Spring2022
MGT212,Principles of Management,3,A-,Spring2022
MGT368,Entrepreneurship,3,C,Spring2022
ECO101,Intro to Microeconomics,3,C,Summer2022
MKT202,Introduction to Marketing,3,B,Summer2022
INB372,International Business,3,F,Summer2022
MGT390,Warehouse Management,3,C+,Fall2022
SCM310,Supply Chain Management,3,B,Fall2022
SCM450,Supply Chain Analytics,3,B+,Fall2022
ECO104,Intro to Macroeconomics,3,A-,Spring2023
MGT470,Quality Management,3,C+,Spring2023
LAW200,Legal Environment of Business,3,D,Spring2023
MIS207,Management Information Systems,3,A,Spring2023
PHI401,Ethics / Philosophy,3,B-,Summer2023
MGT460,Logistics Management,3,C,Summer2023
INB372,International Business,3,B-,Summer2023
ACT201,Intro to Financial Accounting,3,D+,Summer2023
MGT360,Global Supply Chain,3,B-,Fall2023
ACT202,Intro to Managerial Accounting,3,C+,Fall2023
