course_code,course_name,credits,grade,semester
BUS251,Business Communication,3,A-,Fall2022
ECO101,Intro to Microeconomics,3,B+,Fall2022
ENG103,Intermediate Composition,3,A,Fall2022
MIS107,Introduction to Computers,3,A,Fall2022
MGT212,Principles of Management,3,A,Spring2023
ECO104,Intro to Macroeconomics,3,A,Spring2023
MIS207,Management Information Systems,3,B,Spring2023
MKT202,Introduction to Marketing,3,A,Spring2023
ACT201,Intro to Financial Accounting,3,A,Spring2023
PHI401,Ethics / Philosophy,3,A,Summer2023
ENG105,Advanced Composition,3,A,Summer2023
INB372,International Business,3,A-,Summer2023
ENG115,English Literature,3,B,Summer2023
ACT202,Intro to Managerial Accounting,3,A,Summer2023
BEN205,Bengali Literature,3,B,Summer2023
POL101,Intro to Political Science,3,B+,Fall2023
POL104,Political Science,3,A-,Fall2023
GEO205,Geography,3,A-,Fall2023
LAW200,Legal Environment of Business,3,B-,Fall2023
MGT368,Entrepreneurship,3,B+,Fall2023
CHE101,Chemistry I,3,A-,Spring2024
CHE101L,Chemistry I Lab,1,B+,Spring2024
PSY101,Intro to Psychology,3,B,Spring2024
PSY101L,Psychology Lab,1,A-,Spring2024
ENV107,Environmental Science,3,A,Spring2024
ENV107L,Environmental Science Lab,1,B+,Spring2024
BIO103,Biology I,3,A-,Spring2024
BIO103L,Biology I Lab,1,A-,Spring2024
HIS101,Bangladesh History,3,A,Summer2024
ACT310,Intermediate Accounting I,3,A,Summer2024
HIS103,History of South Asia,3,B+,Summer2024
ACT320,Intermediate Accounting II,3,A-,Summer2024
HIS102,World Civilization,3,A-,Summer2024
ACT460,Advanced Financial Accounting,3,A,Fall2024
ACT360,Advanced Managerial Accounting,3,A,Fall2024
ACT380,Audit and Assurance,3,A-,Fall2024
ACT430,Accounting Information Systems,3,B+,Fall2024
ACT410,Financial Statement Analysis,3,A-,Fall2024
ACT370,Taxation,3,A-,Fall2024
BUS498,Internship,4,B+,Fall2024
