course_code,course_name,credits,grade,semester
ENG105,Advanced Composition,3,A-,Fall2020
PHY108L,Physics II Lab,1,B-,Fall2020
CHE101,Chemistry I,3,A-,Fall2020
CHE101L,Chemistry I Lab,1,B,Fall2020
PHI104,Introduction to Ethics,3,B+,Fall2020
CSE425,Concepts of Programming Languages,3,C+,Spring2021
CSE327,Software Engineering,3,B-,Spring2021
EEE141L,Electrical Circuits I Lab,1,C,Spring2021
MAT125,Linear Algebra,3,B-,Spring2021
ENG111,Public Speaking,3,B-,Spring2021
HIS102,World Civilization,3,A-,Summer2021
EEE141,Electrical Circuits I,3,B-,Summer2021
EEE111L,Analog Electronics I Lab,1,B-,Summer2021
MAT116,Pre-Calculus,3,A-,Summer2021
PHY107L,Physics I Lab,1,B-,Summer2021
CSE115,Programming Language I,3,B,Fall2021
CSE115L,Programming Language I Lab,1,C,Fall2021
CSE231L,Digital Logic Design Lab,1,B,Fall2021
CEE110,Engineering Drawing,1,B-,Fall2021
INB372,International Business,3,D+,Spring2022
MKT475,Marketing Analytics,3,C-,Spring2022
MGT368,Entrepreneurship,3,A-,Spring2022
BUS251,Business Communication,3,D,Spring2022
MGT212,Principles of Management,3,B,Summer2022
MKT470,Marketing Research,3,D,Summer2022
MKT412,Services Marketing,3,A,Summer2022
MKT445,Sales Management,3,C+,Summer2022
LAW200,Legal Environment of Business,3,B,Summer2022
MKT465,Brand Management,3,F,Fall2022
MKT460,Strategic Marketing,3,F,Fall2022
MIS107,Introduction to Computers,3,A-,Fall2022
MKT202,Introduction to Marketing,3,F,Fall2022
MKT344,Consumer Behaviour,3,B-,Fall2022
MIS207,Management Information Systems,3,D+,Spring2023
MKT450,Marketing Channels,3,W,Spring2023
MKT382,International Marketing,3,W,Spring2023
MKT417,Export-Import Management,3,B,Spring2023
ECO101,Intro to Microeconomics,3,F,Spring2023
PHI401,Ethics / Philosophy,3,B-,Summer2023
MKT355,Agricultural Marketing,3,A-,Summer2023
ECO101,Intro to Microeconomics,3,C-,Summer2023
MKT382,International Marketing,3,B,Fall2023
MKT465,Brand Management,3,C+,Fall2023
MKT450,Marketing Channels,3,B+,Fall2023
MKT330,Retail Management,3,A-,Fall2023
MKT460,Strategic Marketing,3,B+,Fall2023
MKT202,Introduction to Marketing,3,B+,Spring2024
MKT337,Promotional Management,3,C,Spring2024
ACT201,Intro to Financial Accounting,3,B-,Spring2024
ECO104,Intro to Macroeconomics,3,C-,Spring2024
