course_code,course_name,credits,grade,semester
BUS251,Business Communication,3,B-,Fall2023
ECO101,Intro to Microeconomics,3,B-,Fall2023
ENG103,Intermediate Composition,3,B+,Fall2023
MKT202,Introduction to Marketing,3,C-,Fall2023
MIS107,Introduction to Computers,3,C+,Spring2024
LAW200,Legal Environment of Business,3,D+,Spring2024
ACT201,Intro to Financial Accounting,3,B+,Spring2024
ECO104,Intro to Macroeconomics,3,C+,Summer2024
ACT202,Intro to Managerial Accounting,3,D,Summer2024
ENG105,Advanced Composition,3,B-,Summer2024
MGT368,Entrepreneurship,3,B-,Summer2024
MIS207,Management Information Systems,3,C+,Summer2024
