course_code,course_name,credits,grade,semester
ACT201,Intro to Financial Accounting,3,B,Summer2021
ECO101,Intro to Microeconomics,3,B,Summer2021
MIS107,Introduction to Computers,3,B-,Summer2021
MKT202,Introduction to Marketing,3,D,Fall2021
BUS251,Business Communication,3,C-,Fall2021
ECO104,Intro to Macroeconomics,3,A,Fall2021
MIS207,Management Information Systems,3,D+,Spring2022
INB372,International Business,3,C+,Spring2022
MGT368,Entrepreneurship,3,C+,Spring2022
LAW200,Legal Environment of Business,3,C,Spring2022
ACT202,Intro to Managerial Accounting,3,A,Summer2022
PHI401,Ethics / Philosophy,3,B-,Summer2022
ENG115,English Literature,3,A-,Summer2022
SOC101,Intro to Sociology,3,B+,Fall2022
PAD201,Public Administration,3,D+,Fall2022
POL101,Intro to Political Science,3,A-,Fall2022
POL104,Political Science,3,B-,Fall2022
GEO205,Geography,3,D,Fall2022
PBH101,Public Health,3,A,Spring2023
ENV107,Environmental Science,3,C,Spring2023
ENV107L,Environmental Science Lab,1,B-,Spring2023
MGT212,Principles of Management,3,C+,Spring2023
CHE101,Chemistry I,3,C+,Spring2023
PSY101,Intro to Psychology,3,D,Spring2023
PSY101L,Psychology Lab,1,A-,Spring2023
