course_code,course_name,credits,grade,semester
BUS251,Business Communication,3,A-,Summer2019
ECO101,Intro to Microeconomics,3,B,Summer2019
ENG103,Intermediate Composition,3,C,Summer2019
MKT202,Introduction to Marketing,3,C,Summer2019
LAW200,Legal Environment of Business,3,A-,Fall2019
ECO104,Intro to Macroeconomics,3,B-,Fall2019
INB372,International Business,3,C+,Spring2020
MGT368,Entrepreneurship,3,B+,Spring2020
MIS207,Management Information Systems,3,C+,Spring2020
MIS107,Introduction to Computers,3,B,Spring2020
ENG105,Advanced Composition,3,C+,Summer2020
ENG115,English Literature,3,D,Summer2020
MGT212,Principles of Management,3,B+,Summer2020
PHI401,Ethics / Philosophy,3,B+,Summer2020
