course_code,course_name,credits,grade,semester
MKT202,Introduction to Marketing,3,B,Summer2021
MIS107,Introduction to Computers,3,C,Summer2021
ENG103,Intermediate Composition,3,B-,Summer2021
BUS251,Business Communication,3,B,Fall2021
ECO101,Intro to Microeconomics,3,C+,Fall2021
ACT201,Intro to Financial Accounting,3,B,Fall2021
ECO104,Intro to Macroeconomics,3,A,Spring2022
MIS207,Management Information Systems,3,A-,Spring2022
MGT212,Principles of Management,3,C,Spring2022
ACT202,Intro to Managerial Accounting,3,A,Spring2022
ENG105,Advanced Composition,3,B-,Summer2022
MGT368,Entrepreneurship,3,B+,Summer2022
LAW200,Legal Environment of Business,3,A-,Summer2022
ENG115,English Literature,3,C+,Fall2022
BEN205,Bengali Literature,3,A,Fall2022
POL101,Intro to Political Science,3,B-,Fall2022
INB372,International Business,3,B+,Fall2022
BIO103,Biology I,3,A,Spring2023
BIO103L,Biology I Lab,1,A-,Spring2023
ENV107,Environmental Science,3,B+,Spring2023
ENV107L,Environmental Science Lab,1,A-,Spring2023
ANT101,Anthropology,3,B+,Spring2023
GEO205,Geography,3,C-,Spring2023
SOC101,Intro to Sociology,3,A,Spring2023
HIS103,History of South Asia,3,C,Summer2023
HIS102,World Civilization,3,A,Summer2023
PHI401,Ethics / Philosophy,3,A-,Summer2023
INB480,Global Business Strategy,3,B-,Fall2023
INB400,International Trade and Finance,3,B-,Fall2023
MKT382,International Marketing,3,C+,Fall2023
INB350,International Business Negotiation,3,A-,Fall2023
INB450,Global Entrepreneurship,3,B,Spring2024
INB355,Country Risk Analysis,3,A,Spring2024
MKT417,Export-Import Management,3,C+,Spring2024
INB490,Cross-Cultural Management,3,C,Spring2024
INB410,International Competitiveness,3,C-,Spring2024
INB495,Special Topics in INB,3,A,Summer2024
INB415,Emerging Markets,3,B,Summer2024
BUS498,Internship,4,A-,Fall2024
