course_code,course_name,credits,grade,semester
BUS251,Business Communication,3,A,Summer2020
LAW200,Legal Environment of Business,3,A-,Summer2020
MKT202,Introduction to Marketing,3,B+,Summer2020
MIS107,Introduction to Computers,3,A-,Summer2020
ECO101,Intro to Microeconomics,3,A-,Summer2020
INB372,International Business,3,A-,Fall2020
MGT368,Entrepreneurship,3,A,Fall2020
MIS207,Management Information Systems,3,A-,Fall2020
ECO104,Intro to Macroeconomics,3,A-,Fall2020
CHN101,Chinese Language,3,B-,Spring2021
PHI401,Ethics / Philosophy,3,A-,Spring2021
ENG115,English Literature,3,B+,Spring2021
POL101,Intro to Political Science,3,A,Spring2021
BEN205,Bengali Literature,3,A,Spring2021
MGT212,Principles of Management,3,C+,Spring2021
ACT201,Intro to Financial Accounting,3,A-,Summer2021
ENV107,Environmental Science,3,A,Summer2021
GEO205,Geography,3,A-,Summer2021
SOC101,Intro to Sociology,3,B+,Summer2021
