course_code,course_name,credits,grade,semester
ENG103,Intermediate Composition,3,F,Summer2019
ACT201,Intro to Financial Accounting,3,C-,Summer2019
MIS107,Introduction to Computers,3,C,Summer2019
BUS251,Business Communication,3,W,Summer2019
ACT202,Intro to Managerial Accounting,3,D,Fall2019
ECO101,Intro to Microeconomics,3,C-,Fall2019
ENG103,Intermediate Composition,3,D+,Fall2019
INB372,International Business,3,D,Spring2020
MIS207,Management Information Systems,3,C-,Spring2020
BUS251,Business Communication,3,C-,Spring2020
LAW200,Legal Environment of Business,3,D+,Spring2020
ECO104,Intro to Macroeconomics,3,C,Summer2020
MGT212,Principles of Management,3,F,Summer2020
MKT202,Introduction to Marketing,3,C-,Summer2020
PHI401,Ethics / Philosophy,3,F,Summer2020
BEN205,Bengali Literature,3,D,Fall2020
ENG115,English Literature,3,F,Fall2020
MGT212,Principles of Management,3,C-,Fall2020
PHI401,Ethics / Philosophy,3,C,Fall2020
ENG105,Advanced Composition,3,F,Fall2020
MGT368,Entrepreneurship,3,F,Spring2021
POL101,Intro to Political Science,3,F,Spring2021
ENG105,Advanced Composition,3,W,Spring2021
POL104,Political Science,3,C-,Spring2021
ENG105,Advanced Composition,3,D,Summer2021
ANT101,Anthropology,3,C-,Summer2021
GEO205,Geography,3,D+,Summer2021
PBH101,Public Health,3,F,Fall2021
ENV107,Environmental Science,3,D+,Fall2021
MGT368,Entrepreneurship,3,C-,Fall2021
HIS103,History of South Asia,3,C-,Spring2022
MKT344,Consumer Behaviour,3,C,Spring2022
HIS205,Modern History,3,D+,Spring2022
HIS101,Bangladesh History,3,C,Spring2022
MKT337,Promotional Management,3,C-,Spring2022
