course_code,course_name,credits,grade,semester
LAW200,Legal Environment of Business,3,C-,Summer2022
ECO101,Intro to Microeconomics,3,B+,Summer2022
BUS251,Business Communication,3,B-,Summer2022
MIS107,Introduction to Computers,3,C+,Summer2022
ACT201,Intro to Financial Accounting,3,B,Summer2022
MGT368,Entrepreneurship,3,B+,Fall2022
INB372,International Business,3,C,Fall2022
MKT202,Introduction to Marketing,3,C+,Fall2022
ACT202,Intro to Managerial Accounting,3,B,Fall2022
MGT212,Principles of Management,3,B+,Fall2022
MIS207,Management Information Systems,3,C+,Fall2022
ENG115,English Literature,3,A-,Spring2023
BEN205,Bengali Literature,3,C,Spring2023
POL104,Political Science,3,C+,Spring2023
ENG103,Intermediate Composition,3,A-,Spring2023
ECO104,Intro to Macroeconomics,3,C+,Spring2023
CHN101,Chinese Language,3,A,Spring2023
ENG105,Advanced Composition,3,A-,Summer2023
PHI401,Ethics / Philosophy,3,A,Summer2023
ANT101,Anthropology,3,B,Summer2023
BIO103,Biology I,3,B,Summer2023
BIO103L,Biology I Lab,1,C+,Summer2023
HIS102,World Civilization,3,A,Fall2023
ECO204,Intermediate Macroeconomics,3,B,Fall2023
HIS101,Bangladesh History,3,B-,Fall2023
HIS103,History of South Asia,3,A,Fall2023
