course_code,course_name,credits,grade,semester
MIS107,Introduction to Computers,3,D+,Spring2022
ECO101,Intro to Microeconomics,3,D,Spring2022
ACT201,Intro to Financial Accounting,3,C-,Spring2022
MKT202,Introduction to Marketing,3,F,Summer2022
ACT202,Intro to Managerial Accounting,3,C+,Summer2022
LAW200,Legal Environment of Business,3,D,Fall2022
BUS251,Business Communication,3,C,Fall2022
INB372,International Business,3,B-,Fall2022
ECO104,Intro to Macroeconomics,3,C-,Fall2022
MIS207,Management Information Systems,3,C-,Spring2023
MKT202,Introduction to Marketing,3,C,Spring2023
PHI401,Ethics / Philosophy,3,C+,Summer2023
MGT212,Principles of Management,3,B,Summer2023
ENG115,English Literature,3,F,Summer2023
MGT368,Entrepreneurship,3,D,Fall2023
CHN101,Chinese Language,3,D,Fall2023
PAD201,Public Administration,3,D+,Spring2024
GEO205,Geography,3,C,Spring2024
POL101,Intro to Political Science,3,B-,Spring2024
PHY107,Physics I,3,C,Summer2024
PHY107L,Physics I Lab,1,B,Summer2024
BIO103,Biology I,3,F,Summer2024
PSY101,Intro to Psychology,3,D+,Summer2024
