course_code,course_name,credits,grade,semester
ACT201,Intro to Financial Accounting,3,D+,Spring2020
ECO101,Intro to Microeconomics,3,C,Spring2020
MKT202,Introduction to Marketing,3,C-,Spring2020
ECO104,Intro to Macroeconomics,3,B-,Summer2020
ACT202,Intro to Managerial Accounting,3,D,Summer2020
MIS107,Introduction to Computers,3,B-,Summer2020
MIS207,Management Information Systems,3,C,Fall2020
ENG103,Intermediate Composition,3,B,Fall2020
INB372,International Business,3,C,Fall2020
LAW200,Legal Environment of Business,3,B,Spring2021
BUS251,Business Communication,3,C-,Spring2021
BEN205,Bengali Literature,3,C,Spring2021
MGT368,Entrepreneurship,3,D,Spring2021
ENG105,Advanced Composition,3,D,Spring2021
SOC101,Intro to Sociology,3,C,Summer2021
POL101,Intro to Political Science,3,D,Summer2021
PAD201,Public Administration,3,B-,Summer2021
PHI401,Ethics / Philosophy,3,B,Summer2021
MGT212,Principles of Management,3,B-,Fall2021
PSY101,Intro to Psychology,3,D,Fall2021
PSY101L,Psychology Lab,1,D,Fall2021
PBH101,Public Health,3,B-,Fall2021
MKT337,Promotional Management,3,C,Spring2022
HIS205,Modern History,3,C+,Spring2022
HIS101,Bangladesh History,3,D+,Spring2022
MKT344,Consumer Behaviour,3,B-,Summer2022
MKT470,Marketing Research,3,B-,Summer2022
MKT412,Services Marketing,3,D+,Summer2022
